line,temperature,pressure,power_consumption,yield_rate,defect_count,thickness,cycle_time
A,385.1,2.14,558.5,85.27,40,318.8,88.1
B,389.5,2.29,252.8,92.62,35,314.6,35.1
B,348.9,2.6,950.1,87.88,54,314.1,39.5
A,322.4,2.18,717.8,91.27,69,304.0,56.3
D,357.3,3.03,951.1,71.44,45,298.5,53.6
A,347.1,2.75,108.2,64.84,53,302.0,40.0
B,353.6,2.69,210.2,86.55,43,307.8,45.8
C,338.4,1.98,1774.2,86.13,57,297.5,35.2
A,355.8,2.76,873.0,86.47,53,307.7,43.1
D,294.1,2.3,525.5,90.19,122,288.7,59.2
C,360.8,2.66,532.8,82.95,47,321.4,55.3
A,384.1,2.31,525.0,81.84,34,316.7,45.6
D,344.3,2.13,242.4,78.76,52,299.8,63.7
B,353.8,2.9,387.6,84.02,43,314.8,78.2
C,301.8,2.15,3031.5,86.2,94,282.7,82.9
D,365.6,2.35,128.9,72.62,45,324.3,47.1
D,377.8,1.69,380.1,81.32,36,307.4,34.2
B,399.2,3.06,602.4,78.68,34,313.5,100.2
A,278.8,2.49,894.0,73.11,200,275.3,43.0
A,365.9,2.88,458.6,96.67,45,302.2,45.5
C,297.8,2.47,133.0,79.09,91,286.9,35.5
D,361.7,1.75,791.5,75.59,44,308.3,55.1
A,333.4,2.98,989.0,75.66,55,296.3,116.2
A,365.0,2.55,470.0,87.18,45,315.5,33.8
D,362.9,2.18,422.3,78.98,47,299.7,32.7
B,352.5,3.32,257.2,91.24,44,298.2,39.6
A,336.3,2.26,177.2,67.38,59,305.6,121.5
A,354.9,2.17,138.2,67.64,42,295.6,34.2
B,378.2,1.55,191.9,88.34,36,310.8,37.6
D,358.0,2.61,167.1,81.81,41,307.9,33.6
D,373.7,2.54,697.4,81.43,39,324.2,36.7
B,308.3,2.45,280.8,58.1,110,308.1,102.3
D,351.9,3.3,420.4,97.47,47,312.0,66.4
A,335.5,2.28,633.7,74.67,61,295.4,49.2
D,373.3,2.87,300.9,87.92,37,307.9,30.1
A,365.9,1.98,206.7,81.62,37,311.9,60.5
D,334.6,2.84,133.4,89.33,68,304.2,52.8
B,354.6,1.88,423.9,93.82,46,308.1,32.7
A,345.8,2.5,317.8,92.38,54,298.7,36.3
D,361.8,2.59,327.6,81.53,48,299.3,44.5
A,360.5,2.02,303.1,92.86,40,313.8,39.7
D,352.1,2.42,457.2,85.96,56,317.1,30.9
A,309.9,2.19,666.4,92.19,79,306.5,50.8
A,394.5,2.6,304.0,86.03,34,309.5,82.1
D,381.7,2.69,222.8,86.56,37,313.8,31.8
B,352.7,2.67,405.8,82.09,46,309.2,30.5
B,365.6,2.2,587.2,94.62,41,321.4,85.3
A,368.0,2.75,797.7,93.04,42,315.3,39.0
B,329.3,2.24,434.8,81.2,62,314.1,39.7
B,387.3,2.34,108.5,64.45,38,324.9,91.2
B,289.0,3.4,234.7,68.52,117,279.1,37.6
C,298.9,2.4,788.1,95.03,98,283.9,41.1
C,328.6,1.86,1639.6,84.54,57,288.3,88.4
D,360.1,3.15,179.4,66.81,47,304.9,31.5
C,354.0,2.46,1090.8,76.27,50,295.3,46.5
B,352.2,1.92,261.0,76.85,49,300.1,34.4
B,347.9,1.47,2173.7,85.3,54,306.8,43.2
B,340.4,2.1,688.1,87.3,50,300.4,40.3
A,311.7,2.69,737.5,91.07,69,283.2,55.8
B,308.7,2.74,212.0,86.66,76,288.4,30.8
D,311.5,2.05,506.2,81.47,85,297.4,55.0
D,317.2,2.97,505.6,74.69,73,295.2,36.3
C,307.6,2.56,566.9,82.2,84,295.6,89.0
B,306.9,2.37,200.1,83.6,79,304.1,30.2
B,341.8,2.14,360.7,59.73,55,308.1,87.4
C,381.7,2.57,100.3,88.99,35,320.7,42.4
D,363.2,2.01,505.7,79.18,46,317.2,53.2
C,322.2,2.57,949.5,70.7,72,299.8,37.5
A,329.3,2.3,1395.9,83.07,66,310.8,41.9
C,406.9,3.35,541.8,70.23,33,313.7,64.7
C,335.0,2.14,134.2,82.74,60,294.5,56.9
A,317.4,2.4,1045.7,89.71,73,305.8,46.6
A,341.4,2.48,1037.2,92.82,55,300.2,41.7
C,332.9,3.1,452.4,88.77,57,312.3,45.0
B,324.3,2.34,371.5,87.02,66,298.6,36.2
D,351.0,1.69,375.1,76.92,48,302.1,60.2
A,388.0,2.76,578.8,89.45,35,305.2,42.9
A,310.4,1.61,1375.7,87.43,77,288.7,34.5
A,361.6,3.09,591.4,96.77,45,313.5,74.3
B,379.6,2.76,1269.4,86.09,42,319.7,41.7
B,363.5,2.01,163.8,81.99,47,322.5,47.1
D,381.0,2.55,392.8,88.76,41,312.3,62.4
C,366.1,2.74,151.7,91.09,45,316.9,32.8
D,329.1,2.08,185.6,88.85,68,299.7,58.1
A,403.9,3.1,1250.5,85.85,32,331.9,41.0
A,365.6,3.13,451.5,83.53,37,305.0,43.9
A,418.5,2.21,135.5,62.49,28,318.4,41.5
B,294.2,2.66,992.8,87.93,105,289.7,31.5
A,421.7,2.73,638.9,95.03,33,322.4,90.4
C,375.9,1.7,176.7,69.32,38,304.4,53.1
A,364.1,2.11,389.4,94.68,44,307.8,62.3
A,322.3,2.55,241.3,80.34,70,303.1,55.7
B,372.2,2.21,419.0,83.21,41,307.2,34.9
B,385.9,2.8,712.7,80.52,41,317.3,44.0
D,297.3,2.17,182.2,72.42,120,289.0,45.0
D,367.1,2.27,473.7,81.29,42,307.9,33.3
A,330.6,2.62,875.2,91.41,60,315.8,72.2
D,367.3,2.76,105.8,90.56,45,312.6,31.4
B,319.1,1.78,303.8,87.36,79,295.6,88.4
B,388.1,2.49,190.2,83.14,35,314.7,55.9
A,347.6,2.95,196.5,86.31,55,312.2,35.9
C,372.5,2.82,162.5,73.23,41,324.5,41.4
A,379.0,2.61,115.3,67.56,39,314.6,30.8
A,359.0,2.63,131.8,74.87,50,301.9,90.8
A,323.9,2.26,517.3,81.62,67,310.7,36.3
B,369.0,2.49,686.6,77.48,37,309.5,131.2
C,347.1,2.57,574.6,88.82,47,304.5,48.7
D,355.7,3.08,116.4,75.0,47,304.8,80.6
C,339.1,2.74,566.6,90.49,50,291.8,34.3
D,296.3,2.69,351.1,94.14,144,281.6,107.5
C,351.8,2.18,741.7,86.2,53,305.7,59.9
A,332.1,2.53,1157.0,95.84,57,299.5,39.6
B,359.0,2.25,694.6,94.21,51,303.7,45.7
B,348.9,2.36,547.0,94.65,57,285.8,49.1
B,334.2,2.73,196.3,88.61,61,298.1,37.4
B,414.0,2.74,358.3,93.02,32,326.8,39.8
C,340.6,2.35,266.7,84.96,49,301.8,32.1
A,352.4,2.41,152.9,91.44,48,292.1,30.1
C,406.4,2.34,361.9,81.55,31,337.0,53.6
A,319.7,2.46,888.2,95.02,77,281.2,50.5
A,375.2,2.53,774.3,90.32,43,315.4,90.7
B,327.6,2.38,327.6,91.1,63,299.8,41.7
B,343.1,2.53,842.9,85.5,57,308.4,32.0
A,361.9,3.03,391.0,90.16,45,308.8,45.7
B,384.4,2.27,249.7,78.31,33,308.8,30.9
B,319.3,2.73,323.2,87.92,77,286.4,53.6
A,357.7,2.86,415.8,84.63,48,305.3,42.1
C,327.7,2.77,268.6,60.06,63,288.3,58.0
A,369.4,2.16,508.9,90.97,43,313.2,40.5
C,379.1,2.81,1156.5,78.2,40,313.1,55.8
B,370.0,2.67,556.6,97.21,37,329.2,47.5
B,325.9,2.98,154.0,76.45,73,302.8,34.5
D,316.9,2.79,277.2,87.61,78,296.4,61.5
D,344.8,2.46,314.3,85.27,55,305.3,41.0
C,313.2,2.91,829.4,82.2,69,289.2,41.0
A,365.4,2.0,329.0,91.15,41,307.6,32.3
A,392.4,2.29,694.4,83.29,31,315.9,34.4
C,326.4,2.63,1657.1,84.62,58,302.1,61.7
B,365.7,1.82,1185.0,71.54,46,315.6,57.1
D,326.2,2.62,123.2,67.64,66,303.8,37.1
B,387.7,2.35,265.1,86.99,38,319.1,59.6
B,380.4,2.32,942.5,86.13,37,320.5,69.6
B,347.6,2.06,465.8,86.67,49,300.8,65.1
C,373.0,2.55,421.5,84.64,39,307.1,38.9
A,375.1,2.45,911.8,91.76,40,298.7,35.0
D,314.2,2.28,687.6,88.26,70,302.5,33.3
B,364.8,2.95,333.9,93.16,41,291.6,35.5
D,331.3,2.88,1997.5,80.41,59,302.6,35.5
B,353.7,2.43,685.4,76.18,49,301.3,36.4
C,339.7,2.79,596.9,92.61,59,296.9,60.8
A,350.9,2.01,193.0,61.74,47,307.2,43.8
C,377.6,2.3,330.7,94.18,40,308.6,102.0
B,315.7,1.48,253.7,84.33,77,293.3,46.4
B,297.5,2.58,1482.9,75.9,109,278.0,45.1
A,336.6,2.17,233.0,95.9,54,313.5,67.7
C,383.2,2.44,1108.1,81.45,37,334.9,31.4
A,323.0,2.96,355.4,93.81,78,283.2,31.3
A,334.5,2.18,582.6,81.24,56,296.2,79.0
A,385.0,2.97,307.0,85.08,36,328.4,46.3
A,391.5,2.14,1029.1,71.52,34,320.3,103.6
C,370.8,2.59,204.9,76.33,44,321.8,33.9
A,362.2,2.46,577.9,82.12,42,300.4,53.1
A,380.0,2.84,722.6,92.99,40,314.9,69.6
B,337.5,2.48,499.6,83.88,53,302.5,48.3
B,370.8,2.09,219.6,79.55,40,320.8,36.9
B,326.1,3.17,327.0,74.95,56,294.0,49.8
B,398.6,3.26,1055.7,74.83,31,325.9,68.1
B,381.3,2.01,147.0,75.12,43,327.0,31.1
B,369.8,2.79,868.4,84.46,44,309.2,39.2
D,339.7,2.44,414.5,77.65,55,304.3,45.5
A,370.8,2.21,322.8,97.2,38,318.8,60.7
D,349.4,1.98,140.5,84.71,45,299.3,40.8
A,333.3,2.86,119.9,63.32,65,301.3,56.0
C,367.5,2.83,288.4,73.92,40,307.0,43.9
B,292.9,2.77,790.6,80.47,113,277.1,38.7
A,376.6,2.78,729.7,88.68,39,304.3,47.5
C,319.1,1.92,325.3,74.24,73,289.9,35.8
C,372.0,2.48,1063.2,88.53,36,320.2,78.2
B,305.3,2.28,287.8,78.99,75,302.7,38.6
B,337.6,2.83,656.6,91.96,59,297.5,47.0
A,363.6,2.18,495.1,94.62,47,315.7,36.7
D,376.1,3.32,163.7,60.15,40,308.3,96.8
D,329.3,2.63,170.0,82.17,71,301.4,56.5
B,322.2,3.05,204.1,70.74,63,292.8,70.7
C,380.7,1.97,1100.7,89.26,38,316.7,48.5
B,407.0,2.31,292.5,64.58,33,322.7,34.9
C,322.7,1.66,650.2,92.51,70,288.5,36.8
B,271.6,2.23,246.5,62.21,197,285.0,42.2
B,395.6,2.94,257.2,90.49,35,315.8,96.6
A,345.6,2.63,103.7,89.09,51,304.8,34.8
D,322.8,3.13,334.3,76.76,59,297.9,47.1
D,351.7,2.97,101.1,75.39,52,315.5,59.2
C,408.3,3.06,475.9,81.07,30,330.6,35.4
B,369.7,2.25,223.0,76.54,46,303.3,55.0
A,373.4,1.89,304.6,73.24,39,316.5,40.6
B,354.9,2.16,486.8,79.92,41,315.8,63.1
D,364.3,1.81,752.5,94.47,42,296.4,37.0
D,400.9,2.12,237.5,92.75,30,308.1,97.5
A,322.9,1.74,579.5,75.91,72,295.5,110.2
C,372.8,2.32,602.8,74.26,38,310.1,63.4
C,349.0,2.82,402.5,84.48,49,287.5,41.5
A,348.1,3.48,468.7,91.84,49,304.4,45.2
B,315.7,2.54,1030.9,82.17,65,278.5,154.2
A,362.6,2.88,494.6,67.7,46,311.0,32.2
C,367.5,3.27,339.1,61.37,41,314.1,63.5
D,344.4,2.89,485.9,74.96,50,296.3,49.2
D,393.4,2.66,104.3,97.14,35,317.9,85.4
C,352.5,2.17,112.4,83.83,55,304.5,30.3
B,286.3,2.41,385.1,78.42,133,298.1,93.9
C,366.5,2.98,573.7,78.72,44,293.1,45.5
D,315.1,2.62,209.2,67.04,73,297.9,37.5
C,392.9,2.28,198.9,73.1,35,299.8,32.6
B,406.3,1.95,1464.1,69.29,29,332.9,46.0
D,380.2,2.47,111.8,79.38,38,316.3,73.2
D,350.0,2.18,170.9,70.66,44,296.8,85.6
D,368.0,2.95,282.9,78.32,41,308.1,35.5
D,327.6,1.98,287.4,61.67,65,306.0,35.6
B,368.4,3.13,1123.3,90.88,45,301.6,40.9
D,326.2,2.17,844.6,84.78,71,288.0,31.5
B,406.4,2.71,327.9,91.83,29,319.7,35.9
A,320.4,2.24,731.8,93.92,79,296.1,59.3
C,300.9,2.34,1849.0,89.99,84,284.9,74.2
B,345.1,1.54,1111.2,90.3,51,310.0,39.1
A,367.8,2.78,504.1,90.98,41,320.1,31.4
D,419.5,2.19,643.1,81.77,31,333.4,54.0
A,328.3,2.74,232.8,72.47,64,307.4,98.8
D,351.9,2.38,227.3,90.89,47,300.5,52.1
A,350.0,2.38,255.3,96.27,51,294.9,32.9
B,318.4,1.51,136.6,82.86,71,305.4,46.0
B,320.0,3.42,424.9,73.52,73,300.6,34.0
C,293.4,2.16,267.2,73.15,127,290.2,35.8
A,395.8,3.09,561.7,76.48,36,325.1,41.0
D,326.2,3.25,696.1,73.26,71,284.9,56.0
C,287.4,2.29,442.0,74.94,117,278.6,43.3
C,338.4,2.18,119.7,91.97,54,308.8,38.5
A,386.6,2.53,575.9,91.21,38,308.2,60.5
B,365.5,2.5,269.7,88.94,45,325.7,73.0
D,365.3,1.89,177.8,85.66,50,301.5,49.6
A,398.6,2.04,234.7,78.58,37,313.8,30.3
A,381.3,2.94,295.4,94.64,34,307.6,66.1
B,271.5,2.33,429.7,86.3,200,277.6,37.1
D,335.7,2.78,577.7,82.86,58,307.9,37.6
B,363.0,2.61,177.4,75.22,40,297.8,45.3
B,355.7,2.63,735.8,92.29,45,308.7,40.2
C,366.7,2.3,217.1,73.11,46,300.5,47.4
D,430.5,2.97,179.1,92.77,29,329.8,47.5
A,320.9,2.4,292.5,69.03,75,284.8,30.0
A,282.5,2.3,187.2,62.25,142,295.8,62.8
A,277.0,2.36,1493.9,83.98,200,278.1,34.7
A,377.6,2.14,202.3,87.85,37,321.1,43.8
B,345.2,2.84,980.2,92.12,49,317.1,30.8
A,305.3,1.87,433.7,84.17,78,298.8,34.4
B,343.0,2.48,1402.3,79.24,56,310.4,46.5
B,335.6,2.7,972.9,59.72,57,293.0,92.8
B,339.4,3.32,879.0,80.63,55,311.3,42.8
D,292.6,3.23,649.3,86.58,123,290.9,66.5
A,367.8,2.66,649.6,81.16,40,316.0,49.1
B,371.5,2.45,1896.2,87.16,48,307.9,33.5
A,353.9,2.13,535.7,88.32,44,297.9,45.2
B,347.7,1.99,1439.9,91.35,47,319.2,34.9
C,355.4,2.16,239.9,83.4,45,313.5,33.6
D,351.5,2.76,229.0,66.4,51,297.8,36.0
B,296.7,2.28,1176.7,89.26,105,298.8,45.5
D,324.9,3.02,1658.7,91.92,66,307.4,35.1
C,356.4,2.5,365.7,90.43,43,305.3,67.4
A,327.9,2.28,2202.4,88.06,60,315.0,42.2
A,376.5,1.77,419.4,80.25,38,294.3,53.8
C,309.5,2.06,707.1,92.75,88,283.2,59.4
D,420.5,1.87,402.2,86.06,27,321.8,46.4
B,412.2,2.11,807.1,92.64,29,320.4,37.9
A,341.5,2.66,802.2,79.09,55,295.3,33.1
D,305.1,2.48,194.7,77.91,85,289.2,52.6
A,333.9,2.26,392.8,87.34,59,311.2,39.1
C,386.4,2.98,579.2,82.73,38,313.8,35.8
A,339.8,2.36,266.8,61.26,54,309.1,31.0
A,361.8,2.89,899.8,93.64,43,291.2,33.2
B,351.5,2.99,221.8,86.35,49,318.8,43.8
C,367.2,2.13,1016.6,93.32,40,316.0,34.8
A,365.0,2.21,804.3,83.34,43,309.8,50.1
C,341.1,3.32,455.3,86.98,58,311.4,79.8
A,393.6,2.9,2487.4,84.55,35,322.4,41.3
B,365.3,2.34,403.9,62.13,47,304.1,31.7
B,385.4,2.9,680.7,91.69,36,324.9,36.7
C,342.7,2.01,250.8,86.69,57,310.3,36.2
D,345.0,2.01,951.8,69.06,53,301.7,32.8
A,430.4,2.05,138.6,68.15,27,335.0,90.7
A,348.9,2.68,218.7,91.5,52,316.0,37.2
D,387.6,2.99,337.6,81.25,34,317.0,31.0
B,306.3,2.38,414.8,81.62,87,292.6,35.4
B,360.7,3.07,384.9,96.44,46,306.2,65.1
A,337.8,2.41,352.0,92.48,61,310.9,43.8
D,396.2,2.12,408.6,90.19,33,333.0,77.7
D,329.7,2.76,580.8,94.16,60,294.8,38.7
A,337.1,1.57,526.5,76.57,55,304.7,39.4
B,367.4,3.05,2113.3,75.12,44,302.5,56.6
D,318.5,2.33,2002.9,72.49,72,286.6,44.3
B,353.8,2.73,3011.2,89.3,48,322.7,33.5
B,331.9,2.86,551.2,95.46,73,294.6,50.0
B,354.2,1.84,186.0,83.74,47,302.2,46.7
A,347.3,3.01,2358.4,87.81,48,316.5,43.4
C,405.1,2.44,2427.7,90.35,31,325.0,43.4
B,363.9,2.85,329.5,96.97,44,304.0,47.7
B,310.8,3.0,382.6,72.46,75,287.3,33.4
A,322.4,2.32,1038.4,69.54,72,316.7,57.1
C,336.9,2.8,468.9,94.09,64,295.2,40.4
C,329.0,3.23,113.9,89.14,59,306.8,34.1
B,392.6,2.16,350.3,64.86,39,308.0,36.5
D,333.3,2.95,425.8,92.16,55,301.2,46.2
A,348.9,2.94,400.9,82.17,54,300.2,41.6
C,368.0,2.92,102.5,57.57,44,307.2,50.5
B,433.7,2.13,360.6,86.76,27,327.5,30.3
A,345.6,2.64,3418.0,83.41,52,311.9,34.1
A,399.8,4.32,361.0,95.59,30,303.9,41.3
B,337.1,2.91,588.2,81.92,56,301.5,63.6
D,379.3,2.1,115.8,84.66,34,312.1,35.6
C,324.9,2.68,209.4,93.63,68,289.0,30.3
C,374.0,1.71,188.0,89.4,37,304.7,47.8
A,338.8,2.81,584.3,74.05,59,286.9,66.4
D,377.4,3.11,938.2,90.71,40,325.9,38.2
B,374.2,2.66,302.0,76.55,37,307.4,68.5
C,368.8,1.85,595.4,87.57,43,317.5,38.3
D,362.8,2.33,282.6,79.29,47,292.7,39.3
A,335.7,2.45,145.9,77.75,56,298.4,56.6
C,371.7,2.73,211.5,93.41,42,312.7,37.6
A,302.0,2.14,610.9,80.98,92,300.0,45.9
A,426.6,1.86,140.6,65.63,29,331.9,45.1
C,369.3,2.49,884.0,79.37,35,305.2,35.6
A,366.3,2.47,152.7,86.34,47,303.5,52.7
B,364.2,2.25,126.4,88.22,42,307.1,52.0
A,327.7,2.09,636.5,89.4,60,290.8,55.1
B,332.1,1.9,127.5,80.81,56,291.1,73.5
A,357.2,2.27,1396.5,81.93,51,298.0,38.9
C,335.4,2.89,747.8,85.06,62,302.6,49.8
A,314.5,3.46,572.5,94.74,77,294.8,50.8
D,347.6,3.04,606.0,86.11,51,299.9,42.6
C,360.5,2.77,812.1,91.27,42,316.5,56.3
B,349.6,2.22,429.8,76.78,48,297.5,102.3
D,381.6,2.62,354.4,88.13,35,297.0,31.5
A,354.9,2.9,652.0,82.95,48,302.7,54.6
A,397.6,2.6,155.7,71.31,34,300.5,87.9
A,419.2,2.91,177.5,77.54,34,338.3,56.4
B,346.0,2.76,383.5,91.48,53,308.7,36.5
D,316.5,3.59,616.9,74.6,65,291.8,41.5
A,315.7,2.98,1335.2,95.78,86,278.7,37.2
D,348.5,1.66,120.1,81.03,49,297.1,64.7
C,374.1,1.99,116.0,78.89,43,300.4,76.1
A,339.6,2.46,745.0,89.0,50,290.9,55.4
D,350.8,3.18,1196.6,93.39,53,315.6,49.1
D,334.4,2.22,178.0,77.45,61,306.6,37.7
D,340.5,2.35,103.5,72.96,57,304.1,54.1
B,353.3,2.17,3018.0,79.96,51,305.3,83.7
A,379.3,2.44,1341.8,88.54,33,319.5,56.2
B,378.0,3.02,253.3,85.48,42,326.2,31.0
C,282.9,1.58,760.6,89.21,185,277.0,30.2
B,370.4,2.38,657.3,75.47,44,305.7,30.1
C,369.4,2.01,238.2,95.58,42,315.9,41.8
C,347.4,2.89,1318.4,95.19,51,306.1,36.4
A,339.9,2.64,509.9,82.22,57,296.2,67.6
B,368.2,2.25,254.8,92.02,40,301.7,34.9
D,353.9,3.15,332.2,78.63,50,308.6,42.8
A,343.1,2.49,117.2,77.57,49,309.4,37.1
B,415.1,2.82,117.4,60.95,34,324.3,42.7
A,365.3,3.06,549.0,72.46,37,325.7,45.8
B,334.1,2.42,149.8,80.81,59,300.2,49.6
B,372.4,2.35,229.3,64.71,38,329.5,36.2
A,363.1,2.35,182.6,80.59,41,295.6,43.6
A,361.4,2.48,407.9,86.23,46,308.8,94.4
B,376.1,2.48,387.6,93.31,37,315.0,34.3
B,335.8,3.26,240.6,76.29,56,293.1,33.3
A,357.9,2.9,273.0,74.46,47,322.3,48.2
D,324.6,2.12,1385.3,75.75,70,295.2,46.6
B,374.2,3.27,298.3,96.02,40,307.9,188.8
A,350.5,2.8,821.2,76.81,41,305.4,39.5
D,325.7,2.17,819.5,82.82,70,301.0,40.1
A,348.5,2.53,162.5,61.44,46,310.2,30.9
A,357.0,2.53,494.0,87.38,45,310.7,52.8
D,377.1,2.64,361.2,77.81,42,329.1,47.2
A,386.6,2.23,878.3,87.96,35,308.0,87.5
D,378.0,2.74,698.8,95.54,36,303.1,49.7
D,366.2,3.14,890.3,91.83,41,304.5,31.8
B,372.2,2.89,240.7,75.41,36,312.3,45.3
A,342.1,1.73,1668.7,89.94,65,307.3,41.0
A,317.3,2.24,345.3,81.33,69,292.5,44.3
A,330.0,2.56,270.2,74.37,60,313.8,38.4
D,351.5,2.52,602.4,93.97,51,298.2,71.8
B,343.9,3.08,514.7,85.2,55,303.9,35.8
A,342.6,3.08,221.8,80.52,55,303.5,74.7
B,358.2,2.08,1155.5,81.18,45,307.3,35.2
A,379.8,2.25,324.8,78.31,39,322.2,56.1
A,358.5,2.84,1628.8,85.21,45,325.8,60.7
A,335.5,3.19,844.4,76.68,54,316.7,31.5
C,313.6,2.82,342.4,75.67,74,286.2,36.9
A,345.3,2.68,377.8,88.9,52,307.9,122.9
B,288.7,2.44,285.5,87.36,141,288.7,30.5
A,382.7,3.08,143.9,73.18,38,313.7,33.6
B,352.9,1.91,242.5,95.13,42,308.5,40.3
B,403.1,1.86,361.9,77.46,34,316.6,35.0
A,390.2,3.22,160.0,80.15,35,314.6,90.9
B,366.5,2.46,578.1,85.1,42,316.8,79.7
B,335.0,2.29,888.7,74.44,57,291.8,36.1
A,338.9,3.03,131.1,87.04,55,290.1,30.5
C,396.8,2.65,743.8,93.2,32,329.9,45.5
B,364.5,2.47,1013.2,92.16,47,305.5,43.8
C,310.6,2.34,1382.9,94.56,85,294.4,49.5
B,340.0,2.71,257.6,88.19,66,299.1,60.1
D,392.3,2.78,562.8,71.01,37,327.8,37.0
B,383.1,2.47,493.5,84.11,38,321.8,45.2
A,362.2,2.65,772.9,92.67,47,303.6,80.1
D,390.9,2.42,205.8,89.18,35,320.4,37.0
C,312.7,1.9,337.3,67.76,77,291.5,58.0
D,332.2,1.89,505.7,66.37,58,297.2,40.1
A,346.7,2.73,299.4,68.79,49,304.8,57.4
B,335.0,2.4,565.8,89.97,57,274.4,32.7
B,372.5,2.78,135.1,83.28,39,310.0,37.0
C,374.0,2.0,963.4,77.34,40,313.9,46.5
D,365.3,2.99,713.5,84.93,42,306.0,48.8
B,319.4,2.42,444.3,87.41,69,299.8,50.7
C,403.1,2.58,377.8,82.54,30,313.4,45.3
B,360.2,2.99,2242.0,90.92,44,308.7,42.7
A,302.2,2.34,565.3,80.09,89,286.7,79.1
B,313.9,2.77,412.3,81.0,84,295.7,35.5
A,327.2,2.69,381.9,91.44,57,295.4,34.2
A,399.6,2.55,177.5,91.89,36,313.8,74.1
A,323.8,2.87,557.2,96.76,65,296.1,58.9
B,318.2,2.37,855.4,70.9,69,296.9,38.4
B,382.8,2.88,279.4,78.97,38,308.2,44.8
C,376.9,3.4,756.0,94.86,42,313.7,70.3
B,333.2,2.9,2483.6,91.71,59,305.6,50.5
B,365.2,2.56,275.9,76.6,41,312.3,44.7
A,342.4,2.15,160.7,93.69,61,301.2,39.3
D,368.6,3.12,213.3,96.57,36,319.1,100.9
A,340.8,2.65,197.7,85.02,59,294.9,34.6
D,365.9,2.43,311.6,70.4,41,300.9,39.4
B,350.7,2.91,679.4,71.27,46,309.1,32.7
A,332.3,2.72,104.6,81.21,57,301.2,94.8
B,377.9,2.58,1298.5,85.86,40,322.7,73.7
A,352.1,2.43,1195.1,90.3,54,297.4,73.5
A,379.5,2.69,350.0,76.7,40,309.7,36.0
B,365.4,2.68,495.9,96.54,36,298.5,85.5
B,348.8,1.81,163.2,94.79,47,295.4,50.1
A,385.3,2.46,157.9,90.33,36,319.2,39.9
C,357.7,2.98,110.2,72.82,44,311.7,31.9
D,364.1,2.35,1126.6,75.36,48,296.5,57.2
B,341.2,3.02,1389.5,80.0,52,289.4,30.8
A,336.2,2.54,986.3,88.1,60,294.5,98.1
A,355.6,2.91,1287.3,86.13,50,316.7,31.9
A,323.2,2.63,712.1,74.46,63,294.5,52.0
C,354.6,2.69,924.9,90.22,51,304.6,46.3
C,356.2,2.21,446.2,79.47,46,305.6,43.9
B,319.2,2.13,186.1,80.79,77,287.9,51.3
A,388.7,2.07,135.4,77.82,34,319.4,41.5
A,393.7,2.18,2364.1,93.92,40,330.6,40.1
D,391.1,2.4,536.3,73.06,35,315.4,38.8
B,344.9,2.37,189.3,86.67,58,288.6,33.7
D,355.4,2.47,223.4,94.63,52,302.1,54.2
D,339.8,3.14,343.2,79.68,54,311.3,60.2
D,372.3,2.75,223.6,83.68,41,314.3,79.2
A,345.0,2.13,392.1,81.7,50,299.2,37.7
A,356.6,2.28,1875.6,91.61,46,306.1,33.8
A,361.1,2.2,154.4,84.83,44,319.2,37.0
D,317.3,2.5,457.6,80.82,60,295.7,65.2
B,349.1,2.2,170.2,86.94,50,311.9,62.2
C,377.7,1.73,190.5,84.77,43,309.4,61.4
D,464.9,2.9,154.2,91.6,26,341.1,67.6
D,297.1,2.38,278.4,73.94,112,297.4,43.0
B,331.0,1.85,488.0,74.56,57,295.7,32.6
A,332.1,2.26,1029.5,82.05,67,293.8,35.2
A,312.8,1.74,256.3,77.62,67,297.4,60.4
B,408.9,2.05,948.3,80.74,32,330.5,38.3
D,349.0,1.94,148.0,62.53,50,311.6,44.0
D,345.2,2.43,336.9,79.73,54,304.7,39.3
A,369.0,3.41,184.9,67.69,42,304.9,69.2
A,332.5,1.66,280.7,93.32,61,289.6,50.8
B,372.2,1.83,1080.3,92.45,39,316.9,31.6
B,332.8,2.07,317.8,92.68,59,309.3,56.3
A,391.7,2.91,865.6,78.57,39,305.1,37.8
B,354.2,2.98,383.5,69.14,57,312.4,53.7
D,391.7,2.71,702.8,89.04,37,318.6,49.8
D,368.6,1.76,141.4,93.05,40,314.8,77.9
B,280.0,2.48,262.0,78.64,200,300.9,60.5
C,313.6,2.05,732.4,93.77,82,293.4,33.3
A,399.4,1.95,939.3,86.96,30,320.5,61.7
C,340.7,2.5,447.5,93.28,54,308.8,78.6
A,297.0,2.36,106.8,86.74,99,286.1,33.6
A,335.3,2.38,319.0,78.56,66,298.2,61.8
A,339.5,2.66,1078.9,86.52,57,315.1,41.7
B,388.4,2.75,204.1,91.92,34,309.8,43.0
D,325.3,2.69,323.6,85.97,58,308.2,54.8
D,346.9,2.33,2748.7,72.94,49,303.8,46.4
C,383.2,2.06,451.9,83.57,38,321.2,87.3
C,336.2,1.98,184.6,67.47,59,287.1,30.8
A,324.9,2.55,153.5,80.71,72,300.3,50.4
B,361.4,2.41,859.0,83.98,38,309.4,40.2
C,373.8,2.39,309.1,87.6,39,305.4,53.6
B,348.3,1.9,795.4,89.64,50,301.0,46.1
A,369.1,2.66,1053.2,80.23,40,309.7,91.2
